Athlete_ID,Date,Rest_Day,Race_Day,Total_Sleep_Min,Sleep_Quality,Resting_HR,HRV,Light_Sleep_Min,Deep_Sleep_Min,REM_Sleep_Min,Awake_Min,Low_Stress,Medium_Stress,High_Stress,Stress_Score,Temperature_C,Humidity_%,Weather,Training_Load,Acute_Load_7d,Chronic_Load_28d,Injured,Injury_Risk,Activities
4,2024-01-10,False,False,379,79.0,52.0,90.4,166,96,90,27,1573,3755,1562,61.2,7.0,58.3,Sunny,0.6655993557558096,0.5310758595532941,0.5220445635828902,False,0.045861086450645856,"[{""Type"": ""Swimming"", ""Duration_s"": 5104, ""Distance_m"": 2550, ""Avg_Pace_min_per_100m"": 1.48, ""Strokes_per_Min"": 49, ""SWOLF"": 35, ""Avg_HR"": 85, ""Max_HR"": 137.7}]"
4,2024-01-11,False,False,364,80.6,52.0,89.1,170,90,73,31,2855,4210,1607,54.9,14.8,42.3,Overcast,0.3047661021519627,0.4699558605087709,0.5022919761800786,False,0.030323289808123835,"[{""Type"": ""Swimming"", ""Duration_s"": 2165, ""Distance_m"": 2446, ""Avg_Pace_min_per_100m"": 1.66, ""Strokes_per_Min"": 41, ""SWOLF"": 32, ""Avg_HR"": 86, ""Max_HR"": 151.3}]"
4,2024-01-12,False,False,378,85.5,52.0,90.0,199,69,86,24,3148,716,2433,52.2,7.2,33.5,Snowy,0.5383124769229475,0.4941856700660221,0.5052936845753176,False,0.04445118201274376,"[{""Type"": ""Cycling"", ""Duration_s"": 3040, ""Distance_km"": 22.0, ""Avg_Power_W"": 203, ""Cadence_rpm"": 100, ""Elevation_Gain_m"": 165, ""Avg_Speed_kmh"": 26.1, ""Max_Speed_kmh"": 35.47493868063955, ""Avg_HR"": 106.9, ""Max_HR"": 157.3}]"
4,2024-01-13,False,False,379,80.0,52.0,90.4,163,112,80,24,1709,3320,713,53.0,12.9,53.4,Sunny,0.7484003396191308,0.5277668501879493,0.5239941965017648,False,0.046150669716392,"[{""Type"": ""Swimming"", ""Duration_s"": 1651, ""Distance_m"": 3374, ""Avg_Pace_min_per_100m"": 1.22, ""Strokes_per_Min"": 36, ""SWOLF"": 43, ""Avg_HR"": 84, ""Max_HR"": 151.9}, {""Type"": ""Running"", ""Duration_s"": 1651, ""Distance_km"": 7.6, ""Avg_Pace_min_per_km"": 3.6, ""Cadence_spm"": 171, ""Stride_Length_m"": 0.0, ""Avg_HR"": 50.0, ""Max_HR"": 60.0}, {""Type"": ""Swimming"", ""Duration_s"": 1651, ""Distance_m"": 2095, ""Avg_Pace_min_per_100m"": 1.67, ""Strokes_per_Min"": 32, ""SWOLF"": 35, ""Avg_HR"": 75, ""Max_HR"": 154.9}]"
4,2024-01-14,True,False,404,75.3,52.0,86.8,156,98,99,51,3030,2654,458,32.9,0.8,46.2,Overcast,0.1674942158431602,0.4666474129949162,0.4985299121690073,False,0.04639633312121055,[]
4,2024-01-15,True,False,372,75.1,52.0,88.0,154,96,82,40,2160,1866,2169,55.6,12.3,43.6,Sunny,0.5336976217827174,0.5126171579390789,0.5008744261432547,False,0.04338558131189911,[]
5,2024-01-01,True,False,403,77.3,47.0,63.1,183,93,87,40,1354,4730,444,49.8,6.5,31.3,Overcast,0.4962474648762359,0.4962474648762359,0.4962474648762359,True,0.08389679836826278,[]
5,2024-01-02,True,False,387,85.3,47.0,69.2,191,78,85,33,2799,2312,607,28.0,2.6,58.8,Overcast,0.09181651375534922,0.477665016826491,0.477665016826491,True,0.2224386052837728,[]
5,2024-01-03,True,False,360,78.7,47.0,69.7,150,103,82,25,2668,3558,793,38.4,9.0,53.8,Sunny,0.13280299515293784,0.5397816698058904,0.5397816698058904,True,0.22884480118043427,[]
5,2024-01-04,True,False,371,78.2,42.8,62.7,197,59,81,34,980,2246,13,19.2,2.7,37.1,Overcast,0.06157608867317299,0.481806363195884,0.481806363195884,True,0.22638731891549105,[]
5,2024-01-05,True,False,396,77.0,47.0,69.9,180,94,79,43,3566,3974,2334,57.0,5.9,59.1,Overcast,0.10929040004401103,0.4947354906007182,0.4947354906007182,True,0.21924931115372176,[]
5,2024-01-06,True,False,386,79.9,47.0,73.8,182,83,80,41,2960,1175,2003,39.3,2.5,45.6,Overcast,0.14848506799310532,0.5360171321615196,0.5360171321615196,True,0.18204030143815852,[]
5,2024-01-07,False,False,362,84.2,47.0,65.4,200,68,74,20,1643,881,2166,40.0,11.7,51.2,Sunny,0.2694148558881317,0.49793109269389274,0.49793109269389274,True,0.18908521850800708,"[{""Type"": ""Running"", ""Duration_s"": 2098, ""Distance_km"": 9.0, ""Avg_Pace_min_per_km"": 3.87, ""Cadence_spm"": 180, ""Stride_Length_m"": 0.0, ""Avg_HR"": 53.1, ""Max_HR"": 64.1}]"
5,2024-01-08,True,False,362,79.5,47.0,66.7,160,85,90,27,1518,4523,2198,55.1,14.5,30.1,Overcast,0.12929952066252176,0.5165019065212323,0.5165019065212323,True,0.22799695055329083,[]
5,2024-01-09,True,False,396,72.6,47.0,70.4,162,100,82,52,2593,4085,2161,54.9,1.4,50.2,Overcast,0.10178599074362463,0.5180872176264681,0.515660578431998,True,0.21941124769523998,[]
5,2024-01-10,False,False,416,80.5,47.0,64.9,196,75,97,48,1692,3008,1009,52.6,13.0,53.1,Sunny,0.6921831788445524,0.5472247938849439,0.5333128384732534,False,0.20191996831910639,"[{""Type"": ""Running"", ""Duration_s"": 2760, ""Distance_km"": 10.9, ""Avg_Pace_min_per_km"": 4.22, ""Cadence_spm"": 170, ""Stride_Length_m"": 0.0, ""Avg_HR"": 63.6, ""Max_HR"": 76.6}, {""Type"": ""Swimming"", ""Duration_s"": 2760, ""Distance_m"": 3881, ""Avg_Pace_min_per_100m"": 1.46, ""Strokes_per_Min"": 43, ""SWOLF"": 33, ""Avg_HR"": 67, ""Max_HR"": 159.9}]"
5,2024-01-11,False,False,401,84.7,47.0,73.1,207,92,82,20,1310,2790,916,35.8,13.5,56.3,Sunny,0.24926451119680032,0.49538098581395784,0.5074902632663032,False,0.14905493496515912,"[{""Type"": ""Running"", ""Duration_s"": 2421, ""Distance_km"": 8.8, ""Avg_Pace_min_per_km"": 4.61, ""Cadence_spm"": 165, ""Stride_Length_m"": 0.0, ""Avg_HR"": 75.3, ""Max_HR"": 94.3}]"
5,2024-01-12,False,False,394,75.9,47.0,64.8,158,110,86,40,3276,1777,664,42.5,8.8,35.1,Overcast,0.5577728344622658,0.526617534701008,0.5116804775326333,False,0.18915061719586743,"[{""Type"": ""Cycling"", ""Duration_s"": 2942, ""Distance_km"": 30.4, ""Avg_Power_W"": 246, ""Cadence_rpm"": 90, ""Elevation_Gain_m"": 406, ""Avg_Speed_kmh"": 37.2, ""Max_Speed_kmh"": 48.662931373070506, ""Avg_HR"": 108.3, ""Max_HR"": 183.2}, {""Type"": ""Running"", ""Duration_s"": 2942, ""Distance_km"": 13.3, ""Avg_Pace_min_per_km"": 3.68, ""Cadence_spm"": 174, ""Stride_Length_m"": 0.0, ""Avg_HR"": 47.4, ""Max_HR"": 65.4}]"
5,2024-01-13,False,False,383,77.4,47.0,64.3,173,92,79,39,2292,705,1443,47.5,9.8,41.4,Snowy,0.7063241720438077,0.546601556178977,0.5266530694181083,False,0.18837787295087705,"[{""Type"": ""Running"", ""Duration_s"": 2536, ""Distance_km"": 8.8, ""Avg_Pace_min_per_km"": 4.81, ""Cadence_spm"": 166, ""Stride_Length_m"": 0.0, ""Avg_HR"": 81.3, ""Max_HR"": 105.3}, {""Type"": ""Running"", ""Duration_s"": 2536, ""Distance_km"": 7.5, ""Avg_Pace_min_per_km"": 5.65, ""Cadence_spm"": 166, ""Stride_Length_m"": 0.0, ""Avg_HR"": 106.5, ""Max_HR"": 128.5}, {""Type"": ""Cycling"", ""Duration_s"": 2536, ""Distance_km"": 19.6, ""Avg_Power_W"": 215, ""Cadence_rpm"": 105, ""Elevation_Gain_m"": 1107, ""Avg_Speed_kmh"": 27.8, ""Max_Speed_kmh"": 40.05318470079887, ""Avg_HR"": 99.9, ""Max_HR"": 180.5}]"
5,2024-01-14,False,False,349,75.3,47.0,72.4,152,79,80,38,2406,609,983,30.0,8.3,31.3,Overcast,0.273,0.4879233886832862,0.5085349930311006,False,0.1488809656126143,"[{""Type"": ""Cycling"", ""Duration_s"": 2896, ""Distance_km"": 23.4, ""Avg_Power_W"": 254, ""Cadence_rpm"": 108, ""Elevation_Gain_m"": 1225, ""Avg_Speed_kmh"": 29.1, ""Max_Speed_kmh"": 46.24294963652663, ""Avg_HR"": 110.4, ""Max_HR"": 179.3}]"
5,2024-01-15,False,False,415,85.9,47.0,69.6,216,75,100,24,3066,1587,1546,49.7,2.2,42.7,Snowy,0.6118218888281839,0.5307242678007927,0.5154207860842395,False,0.17162007399779122,"[{""Type"": ""Cycling"", ""Duration_s"": 2914, ""Distance_km"": 32.2, ""Avg_Power_W"": 203, ""Cadence_rpm"": 90, ""Elevation_Gain_m"": 1681, ""Avg_Speed_kmh"": 39.8, ""Max_Speed_kmh"": 50.86478152156438, ""Avg_HR"": 96.7, ""Max_HR"": 169.4}, {""Type"": ""Swimming"", ""Duration_s"": 2914, ""Distance_m"": 3438, ""Avg_Pace_min_per_100m"": 1.75, ""Strokes_per_Min"": 40, ""SWOLF"": 36, ""Avg_HR"": 75, ""Max_HR"": 150.1}]"
